timestep,timestamp,rav_name,position_intended,position_measured,total_dist_travelled,remaining_batt_cap,prop_battery_cap_used,sensor_reading,coordinated_with_other_names
0,1542125790.9950016,agent1,UE4Coord(15.0,0.0,0.0),Vector3r(0.0, 0.0, 0.0),15.0,0.9,0.09999999999999998,0.0,[]
